identifier,title,action,name,date,matter_id
O2023-0003487,Traffic sign(s)/signal(s) at S Campbell Ave and W 58th St - Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,EF9AD543-7943-EE11-BDF3-001DD8097665
O2023-0003487,Traffic sign(s)/signal(s) at S Campbell Ave and W 58th St - Stop,Introduced,Chicago City Council,2023-09-06,EF9AD543-7943-EE11-BDF3-001DD8097665
O2023-0003491,Loading/Standing/Tow Zone(s) at E Ohio St and N St. Clair St,Introduced,Chicago City Council,2023-09-06,20E1689D-7C43-EE11-BDF3-001DD8097665
O2023-0003491,Loading/Standing/Tow Zone(s) at E Ohio St and N St. Clair St,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,20E1689D-7C43-EE11-BDF3-001DD8097665
O2023-0003494,Handicapped permit parking at 5959 S Mozart St,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,D0931CBA-8043-EE11-BDF3-001DD8097665
O2023-0003494,Handicapped permit parking at 5959 S Mozart St,Introduced,Chicago City Council,2023-09-06,D0931CBA-8043-EE11-BDF3-001DD8097665
O2023-0003495,Handicapped Parking Permit No. 131376,Introduced,Chicago City Council,2023-09-06,BBB407BB-8143-EE11-BDF3-001DD8097665
O2023-0003496,Handicapped permit parking at 2436 W 46th Pl,Introduced,Chicago City Council,2023-09-06,9337C1B1-8343-EE11-BDF3-001DD8097665
O2023-0003496,Handicapped permit parking at 2436 W 46th Pl,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,9337C1B1-8343-EE11-BDF3-001DD8097665
O2023-0003497,Handicapped Parking Permit No. 131618,Introduced,Chicago City Council,2023-09-06,B6016658-8443-EE11-BDF3-001DD8097665
O2023-0003497,Handicapped Parking Permit No. 131618,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,B6016658-8443-EE11-BDF3-001DD8097665
O2023-0003498,Handicapped Parking Permit No. 104220 - remove,Introduced,Chicago City Council,2023-09-06,1B18644C-8543-EE11-BDF3-001DD8097665
O2023-0003498,Handicapped Parking Permit No. 104220 - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,1B18644C-8543-EE11-BDF3-001DD8097665
O2023-0003499,Handicapped Parking Permit No. 53322 - remove,Introduced,Chicago City Council,2023-09-06,241AE7CA-8543-EE11-BDF3-001DD8097665
O2023-0003499,Handicapped Parking Permit No. 53322 - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,241AE7CA-8543-EE11-BDF3-001DD8097665
O2023-0003500,Traffic sign(s)/signal(s) at W 51st St from S Western Ave to S California Ave - No Parking - remove,Introduced,Chicago City Council,2023-09-06,18F83673-8643-EE11-BDF3-001DD8097665
O2023-0003500,Traffic sign(s)/signal(s) at W 51st St from S Western Ave to S California Ave - No Parking - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,18F83673-8643-EE11-BDF3-001DD8097665
O2023-0003501,Traffic sign(s)/signal(s) at S California Ave from W 47th St to W 51st St - No Parking - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,17570E1C-8743-EE11-BDF3-001DD8097665
O2023-0003501,Traffic sign(s)/signal(s) at S California Ave from W 47th St to W 51st St - No Parking - remove,Introduced,Chicago City Council,2023-09-06,17570E1C-8743-EE11-BDF3-001DD8097665
O2023-0003502,Traffic sign(s)/signal(s) at S California Ave from W 55th St to W 59th St - No Parking - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,ECBE9FEA-8743-EE11-BDF3-001DD8097665
O2023-0003502,Traffic sign(s)/signal(s) at S California Ave from W 55th St to W 59th St - No Parking - remove,Introduced,Chicago City Council,2023-09-06,ECBE9FEA-8743-EE11-BDF3-001DD8097665
O2023-0003503,Traffic sign(s)/signal(s) at S California Ave from W 63rd St to W Marquette Rd - No Parking - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,8EE231C8-8843-EE11-BDF3-001DD8097665
O2023-0003503,Traffic sign(s)/signal(s) at S California Ave from W 63rd St to W Marquette Rd - No Parking - remove,Introduced,Chicago City Council,2023-09-06,8EE231C8-8843-EE11-BDF3-001DD8097665
O2023-0003504,Traffic sign(s)/signal(s) at W 47th St from S Talman Ave to S California Ave - No Parking - remove,Introduced,Chicago City Council,2023-09-06,AAE68579-8943-EE11-BDF3-001DD8097665
O2023-0003504,Traffic sign(s)/signal(s) at W 47th St from S Talman Ave to S California Ave - No Parking - remove,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,AAE68579-8943-EE11-BDF3-001DD8097665
O2023-0003507,Traffic sign(s)/signal(s) at 5048-5060 S Artesian Ave - No Parking Tow Zone Except for Authorized School Personnel,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,11F8CAD4-A445-EE11-BE6D-001DD80974AF
O2023-0003507,Traffic sign(s)/signal(s) at 5048-5060 S Artesian Ave - No Parking Tow Zone Except for Authorized School Personnel,Introduced,Chicago City Council,2023-09-06,11F8CAD4-A445-EE11-BE6D-001DD80974AF
O2023-0003508,Traffic sign(s)/signal(s) at 5041-5059 S Campbell Ave - No Parking Tow Zone Except for Authorized School Personnel,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,0E661ED3-A545-EE11-BE6D-001DD80974AF
O2023-0003508,Traffic sign(s)/signal(s) at 5041-5059 S Campbell Ave - No Parking Tow Zone Except for Authorized School Personnel,Introduced,Chicago City Council,2023-09-06,0E661ED3-A545-EE11-BE6D-001DD80974AF
O2023-0003509,Loading/Standing/Tow Zone(s) at 5020-5048 S Artesian Ave,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,BA0A07C6-A645-EE11-BE6D-001DD80974AF
O2023-0003509,Loading/Standing/Tow Zone(s) at 5020-5048 S Artesian Ave,Introduced,Chicago City Council,2023-09-06,BA0A07C6-A645-EE11-BE6D-001DD80974AF
O2023-0003510,Loading/Standing/Tow Zone(s) at E Erie St from N Fairbanks Ct to N McClurg Ct,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,29F4FBE8-A745-EE11-BE6D-001DD80974AF
O2023-0003510,Loading/Standing/Tow Zone(s) at E Erie St from N Fairbanks Ct to N McClurg Ct,Introduced,Chicago City Council,2023-09-06,29F4FBE8-A745-EE11-BE6D-001DD80974AF
O2023-0003513,Loading/Standing/Tow Zone(s) at E Huron St from N Fairbanks Ct to N McClurg Ct,Introduced,Chicago City Council,2023-09-06,596489F1-A845-EE11-BE6D-001DD80974AF
O2023-0003513,Loading/Standing/Tow Zone(s) at E Huron St from N Fairbanks Ct to N McClurg Ct,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,596489F1-A845-EE11-BE6D-001DD80974AF
O2023-0003532,Zoning Reclassification Map No. 9-I at 2907-2923 W Irving Park Rd - App No. A8852,Passed,Chicago City Council,2023-12-18,499474F6-B145-EE11-BE6D-001DD8097692
O2023-0003537,Zoning Reclassification Map No. 8-F at 3509-3515 S Halsted St - App No. A-8848,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,7EAFF48E-B345-EE11-BE6D-001DD8097F7D
O2023-0003542,Zoning Reclassification Map No. 8-F at 3519-3559 S Halsted St - App No. A-8849,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,1E3B5D79-B445-EE11-BE6D-001DD8097F7D
O2023-0003576,Traffic direction at E/W 128th St from S Commercial Ave to S Carondolet Ave - One-Way easterly,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-11-15,1ED03DD8-BE45-EE11-BE6D-001DD8097692
O2023-0003884,"Collective bargaining agreements with City of Chicago and Illinois Nurses Association, Illinois Council of Police, Coalition of Unionized Public Employees and several named trade unions",Recommended to Pass,Committee on Workforce Development,2023-09-14,F862345B-0649-EE11-BE6D-001DD809716C
O2023-0003884,"Collective bargaining agreements with City of Chicago and Illinois Nurses Association, Illinois Council of Police, Coalition of Unionized Public Employees and several named trade unions",Introduced,Chicago City Council,2023-09-07,F862345B-0649-EE11-BE6D-001DD809716C
O2023-0003935,Historical landmark designation for Eugenie Lane Apartments at 235 W Eugenie St,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,30A0382F-DC4C-EE11-BE6D-001DD809716C
O2023-0003965,Zoning Reclassification Map No. 5-G at 1717-1723 N Ashland Ave - App No. 22240,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,12D523C2-894D-EE11-BE6D-001DD8097118
O2023-0004022,Zoning Reclassification Map No. 3-I at 911 N Mozart St - App No. 22243,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,746F5DA4-824E-EE11-BE6D-001DD8097692
O2023-0004058,Zoning Reclassification Map No. 9-J at 3863-3909 N Drake Ave,Passed,Chicago City Council,2023-12-15,D88D8C38-B150-EE11-BE6E-001DD8097692
O2023-0004067,"Amendment of Municipal Code Section 9-48-045 by prohibiting operation of pedicabs on public ways in area bounded by E Roosevelt Rd, S Indiana Ave, W 18th St and S Columbus Dr.
PASSED AS AMENDED in Committee September 26th",Amended,Committee on License and Consumer Protection,2023-09-20,D31E5A3E-BB50-EE11-BE6E-001DD80974AF
O2023-0004068,Zoning Reclassification Map No. 17-I at 6724-6728 N Rockwell St - App No. 22244,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,79631898-BB50-EE11-BE6E-001DD8097F7D
O2023-0004079,Zoning Reclassification Map No. 17-N at 6558 N Milwaukee Ave - App No. 22247,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,D2AF2B8A-CE50-EE11-BE6E-001DD8097692
O2023-0004088,Amendment of Municipal Code Section 8-32-065 by designating noise sensitive zones on portions of specified streets,Held in Committee,Committee on Public Safety,2023-11-15,BE5351ED-E250-EE11-BE6E-001DD8097F7D
O2023-0004117,Zoning Reclassification Map No. 28-E at 447 E 111th Pl - App No. 22253,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,E6097932-9951-EE11-BE6E-001DD8097692
O2023-0004118,Sale of City-owned property at 534 W 61st St to George Floyd under Adjacent Neighbor Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,5703D3C1-9F51-EE11-BE6E-001DD80974AF
O2023-0004119,Sale of vacant City-owned property at 1411 W 70th St to Lawanda Kelly under Adjacent Neighbor Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,4D7998C1-A351-EE11-BE6E-001DD80974AF
O2023-0004121,Zoning Reclassification Map No. 12-K at 5173 S Archer Ave - App No. 22254,Passed,Chicago City Council,2023-12-18,04DDEA10-A551-EE11-BE6E-001DD8097F7D
O2023-0004123,Sale of vacant City-owned property at 5009 S Wabash Ave to Shelton Edwards under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,07EF1436-A751-EE11-BE6E-001DD80974AF
O2023-0004125,Sale of City-owned property at 5656 S Calumet Ave to Carol Crenshaw under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,1E96506A-A951-EE11-BE6E-001DD80974AF
O2023-0004126,Sale of vacant City-owned property at 6803 S Justine St to Brandy Allen under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,0022E9BF-AA51-EE11-BE6E-001DD80974AF
O2023-0004129,Sale of vacant City-owned property at 7507 S May St to Zachary Jones under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,BEB6199E-AC51-EE11-BE6E-001DD80974AF
O2023-0004131,Sale of vacant City-owned property at 11479 S Church St to Julius Strong and Claudia Strong under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,63C8112A-B051-EE11-BE6E-001DD80974AF
O2023-0004132,Zoning Reclassification Map No. 165-B at 6453 S Bell Ave - App No. 22256T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,8D31DB6C-2C52-EE11-BE6E-001DD8097118
O2023-0004133,Zoning Reclassification Map No. 3-G at 1001 N Milwaukee Ave - App No. 22257,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,431F5B02-2F52-EE11-BE6E-001DD8097118
O2023-0004134,Zoning Reclassification Map No. 8-F at 3354 S Wallace St - App No. 22258T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,13C455F3-3152-EE11-BE6E-001DD8097118
O2023-0004138,Zoning Reclassification Map No. 16-E at 6700 S Wabash Ave - App No. 22259,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,83DAC885-3E52-EE11-BE6E-001DD8097692
O2023-0004145,Zoning Reclassification Map No. 4-J at 3800-3818 W Ogden Ave - App No. 22260T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,E8C08D7E-4F52-EE11-BE6E-001DD8097692
O2023-0004146,Zoning Reclassification Map No. 1-I at 2736 W Chicago Ave - App No. 22261,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,AC0E5CE2-5352-EE11-BE6E-001DD8097692
O2023-0004147,Zoning Reclassification Map No. 13-I at 5338-5340 N Lincoln Ave - App No. 22262T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,3151DDC4-5552-EE11-BE6E-001DD8097692
O2023-0004152,Zoning Reclassification Map No. 5-I at 1626-1632 N California Ave - App No. 22263,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,AD305990-5852-EE11-BE6E-001DD8097692
O2023-0004167,Zoning Reclassification Map No. 15-M at 5726 N Northwest Hwy - App No. 22265,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,F434B358-6552-EE11-BE6E-001DD8097692
O2023-0004169,Zoning Reclassification Map No. 14-M at 6058 W 63rd St - App No. 22266,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,0B7C550F-6752-EE11-BE6E-001DD8097692
O2023-0004172,Handicapped Parking Permit No. 131156,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-10-16,69C8F181-6852-EE11-BE6E-001DD809716C
O2023-0004180,Zoning Reclassification Map No. 7-L at 4903 W Diversey Ave - App No. 22267,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,6FAE100B-7252-EE11-BE6E-001DD809716C
O2023-0004182,Zoning Reclassification Map No. 30-F at 656 W 123rd St - App No. 22268,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,0923C7C6-7552-EE11-BE6E-001DD809716C
O2023-0004183,Sale of vacant City-owned property at 12040 S Michigan Ave to David Lomax under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,CAFCF44C-8452-EE11-BE6E-001DD8097118
O2023-0004184,Sale of vacant City-owned property at 5819 S Wabash Ave to Jesus Negron under Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,4BE7E8E4-8C52-EE11-BE6E-001DD80974AF
O2023-0004185,Sale of vacant City-owned property at 1232-1234 W 81st St to Sidney Michelle Battle under the Adjacent Neighbors Land Acquisition Program,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,4DC06AF2-8E52-EE11-BE6E-001DD80974AF
O2023-0004186,Zoning Reclassification Map No. 7-N at 3015 N Normandy Ave - App No. 22269,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,B5EFB307-F452-EE11-BE6E-001DD8097F18
O2023-0004188,Zoning Reclassification Map No. 12-L at 4724-4744 S Cicero Ave - App No. 22271,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,1ABA88DC-F852-EE11-BE6E-001DD80974AF
O2023-0004189,Zoning Reclassification Map No. 12-L at 4841-4857 W 47th St - App No. 22272,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,11E5A2AA-0253-EE11-BE6E-001DD80974AF
O2023-0004190,Zoning Reclassification Map No. 16-J at 3948 W 66th St - App No. 22273,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,F9E8C645-0553-EE11-BE6E-001DD80974AF
O2023-0004192,Handicapped Parking Permit No. 130489,Referred,Chicago City Council,2023-09-06,25410F16-0653-EE11-BE6E-001DD8097692
O2023-0004192,Handicapped Parking Permit No. 130489,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,25410F16-0653-EE11-BE6E-001DD8097692
O2023-0004199,"Traffic sign(s)/signal(s) at W Armitage Ave (south side) from point 60 ft east of N Harlem Ave to point 48 east, No Parking, At All Time, All Days",Referred,Chicago City Council,2023-09-06,F82D9457-0F53-EE11-BE6E-001DD8097692
O2023-0004199,"Traffic sign(s)/signal(s) at W Armitage Ave (south side) from point 60 ft east of N Harlem Ave to point 48 east, No Parking, At All Time, All Days",Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,F82D9457-0F53-EE11-BE6E-001DD8097692
O2023-0004206,Speed limitation at W Wellington Ave from N Sheffield Ave to N Halsted St - 20 mph,Referred,Chicago City Council,2023-09-06,79E552C9-1353-EE11-BE6E-001DD8097692
O2023-0004206,Speed limitation at W Wellington Ave from N Sheffield Ave to N Halsted St - 20 mph,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,79E552C9-1353-EE11-BE6E-001DD8097692
O2023-0004208,Vehicle weight limitation at N Campbell Ave from W Addison St to W Bradley Pl - 5 tons,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,136F45AA-1453-EE11-BE6E-001DD8097692
O2023-0004208,Vehicle weight limitation at N Campbell Ave from W Addison St to W Bradley Pl - 5 tons,Referred,Chicago City Council,2023-09-06,136F45AA-1453-EE11-BE6E-001DD8097692
O2023-0004213,Zoning Reclassification Map No. 11-M at 4306 N Central Ave - App No. 22275,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,622EE6D6-1853-EE11-BE6E-001DD8097665
O2023-0004234,Negotiated sale of City-owned property improved with former firehouse at 2358 S Whipple St to National Museum of Mexican Art conditioned on execution of redevelopment agreement to establish community center for art programming,Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,D49F1E3F-2A53-EE11-BE6E-001DD80974AF
O2023-0004238,Zoning Reclassification Map No. 2-J at 3513-3527 W Grenshaw St/1134-1142 S St. Louis Ave - App No. A-8844,Passed,Chicago City Council,2023-12-15,AEF30326-2C53-EE11-BE6E-001DD8097F18
O2023-0004239,Zoning Reclassification Map No. 2-J at 3512-3526 W Roosevelt Rd/1154 S St. Louis Ave- App No. A-8845,Passed,Chicago City Council,2023-12-15,6B10E588-2C53-EE11-BE6E-001DD8097F18
O2023-0004263,Handicapped Parking Permit No. 131060,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-10-16,A4D13F8A-4853-EE11-BE6E-001DD8097F18
O2023-0004264,"Negotiated sale of City-owned property at 4032 S Michigan Ave to Hyde Park Self Storage, Inc.",Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,A61E2AD0-4853-EE11-BE6E-001DD8097665
O2023-0004273,Handicapped Parking Permit No. 130351,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,AEF5761E-4C53-EE11-BE6E-001DD8097665
O2023-0004274,Handicapped Parking Permit No. 120328,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,419B7C98-4C53-EE11-BE6E-001DD8097665
O2023-0004275,Handicapped Parking Permit No. 127790,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,9DC1EB5A-4D53-EE11-BE6E-001DD8097665
O2023-0004276,Handicapped Parking Permit No. 130183,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,7850F3BE-4D53-EE11-BE6E-001DD8097665
O2023-0004277,Handicapped Parking Permit No. 41166,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,591D502D-4E53-EE11-BE6E-001DD8097665
O2023-0004278,Residential permit parking at 2916-2959 N Central Park Avenue - amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,B225D0A6-4E53-EE11-BE6E-001DD8097665
O2023-0004288,Amendment of Municipal Code Sections 9-101-020 and 9-102-020 to align with new state law authority to issue speed enforcement citations as vested solely with City of Chicago and not to be delegated to 3rd party vendors,Signed by Mayor,Chicago City Council,2023-10-05,E319D652-FB53-EE11-BE6E-001DD8097118
O2023-0004304,"Lease of vacant firehouse at 11954 S State Street to Rescue 8 Education and Training Division, Inc. to provide emergency response training, public safety preparedness, and youth empowerment",Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,B6356E78-0354-EE11-BE6E-001DD8097118
O2023-0004424,"Public hearing(s) on enlargement of boundaries, imposition of tax levy, approval of budget, extension of tax levy period and execution of service provider agreement for Special Service Area No. 18, North Halsted Street",Signed by Mayor,Chicago City Council,2023-10-05,BC0E6C1E-6F56-EE11-BE6E-001DD8098482
O2023-0004428,"Public hearing(s) on enlargement of boundaries, imposition of tax levy, approval of budget, extension of tax levy period and execution of service provider agreement for Special Service Area No. 44, 103rd Street-Beverly",Signed by Mayor,Chicago City Council,2023-10-05,F023EC7B-7156-EE11-BE6E-001DD8098482
O2023-0004430,"Public hearing(s) on enlargement of boundaries, imposition of tax levy, approval of budget, extension of tax levy period and execution of service provider agreement for Special Service Area No. 61, Hyde Park",Signed by Mayor,Chicago City Council,2023-10-05,9FDBB182-7256-EE11-BE6E-001DD8098482
O2023-0004431,"Public hearing(s) on enlargement of boundaries, imposition of tax levy, approval of budget, extension of tax levy period and execution of service provider agreement for Special Service Area No. 69, 95th/Ashland",Signed by Mayor,Chicago City Council,2023-10-05,7A6E5C0E-7356-EE11-BE6E-001DD8098482
O2023-0004450,Second amendment to redevelopment agreement with Imani Senior Village Phase 1 LLC for development of Imani Village at 9621 South Cottage Grove,Signed by Mayor,Chicago City Council,2023-10-05,9D3CD890-4257-EE11-BE6E-001DD8098532
O2023-0004453,"Intergovernmental agreement with and transfer of property at 4815, 4823, 4827 N Sacramento Ave and at 2902, 2940, 2944, and 2954 W Lawrence Ave to Chicago Park District for expansion of Ronan Park utilizing Tax Increment Financing (TIF) funds",Recommended to Pass,Committee on Housing and Real Estate,2023-10-16,490AFE46-5757-EE11-BE6E-001DD8098532
O2023-0004454,Amendment of 2019 Neighborhood Opportunity Fund (NOF) assistance granted to Ogden Washtenaw JV LLC and execution of redevelopment agreement for Ogden Commons commercial project at 2652 W Ogden Ave,Signed by Mayor,Chicago City Council,2023-10-05,F73A6F04-5957-EE11-BE6E-001DD8098532
O2023-0004455,"Negotiated sale of vacant City-owned property ""as-is"" with Redevelopment Agreement to SSNS Construction, Inc. for 8674-8698 S. Vincennes Ave, 842-852 W. 87th St., 835-851 W. 86th Place for commercial development of car wash, gas station, parking, restaurant with retail space",Held in Committee,Committee on Housing and Real Estate,2023-10-16,C95AFD27-5B57-EE11-BE6E-001DD8098532
O2023-0004582,Parking prohibited at W Belmont Ave from N Western Ave to N Racine Ave - Rush Hour Restrictions - remove,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-11-15,2A1829D5-D95B-EE11-BE6E-001DD8306758
O2023-0004593,Traffic sign(s)/signal(s) at 700 S State St - No Parking School Days,Introduced,Chicago City Council,2023-10-05,D1AD651F-6F5C-EE11-BE6E-001DD8306AD0
O2023-0004594,Speed limitation at W 28th St from S Kostner Ave to S Kedzie Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,3AF1B860-805C-EE11-BE6E-001DD8306758
O2023-0004599,Speed limitation at W 30th St from S Kostner Ave to S Kedzie Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,D3C7F057-875C-EE11-BE6E-001DD8306E88
O2023-0004600,Speed limitation at S Hamlin Ave from W 33rd St to W Cermak Rd - 20 mph,Introduced,Chicago City Council,2023-10-05,C0426742-895C-EE11-BE6E-001DD8306E88
O2023-0004601,Speed limitation at S Keeler Ave from W 33rd St to W Cermak Rd - 20 mph,Introduced,Chicago City Council,2023-10-05,51D711C4-8A5C-EE11-BE6E-001DD8306E88
O2023-0004602,"Traffic direction at S Keeler Ave from W 33rd St to W 25th Pl, and from W Ogden Ave to W Cermak Rd - One-Way southerly - amend",Introduced,Chicago City Council,2023-10-05,43CFC2BA-8B5C-EE11-BE6E-001DD8306E88
O2023-0004603,Traffic direction at S Hamlin Ave from W 31st St to W Cermak Rd - One-Way southerly - amend,Introduced,Chicago City Council,2023-10-05,0F639D61-8D5C-EE11-BE6E-001DD8306E88
O2023-0004604,Traffic direction at W Berwyn Ave from N California Ave to N Damen Ave - One-Way westerly - amend,Introduced,Chicago City Council,2023-10-05,B61FBC25-975C-EE11-BE6E-001DD8306758
O2023-0004605,Speed limitation at W Berwyn Ave from N California Ave to N Damen Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,66A62143-985C-EE11-BE6E-001DD8306758
O2023-0004606,Speed limitation at N Leavitt St from W Ainslie St to N Bowmanville Ave - 20 mph - amend,Introduced,Chicago City Council,2023-10-05,31934425-995C-EE11-BE6E-001DD8306758
O2023-0004607,Traffic direction at N Leavitt St from W Ainslie St to W Foster Ave - One-Way northerly - amend,Introduced,Chicago City Council,2023-10-05,557AE739-9B5C-EE11-BE6E-001DD8306758
O2023-0004608,Traffic direction at W Leland Ave from N Rockwell St to N Western Ave - One-Way easterly - amend,Introduced,Chicago City Council,2023-10-05,25B2027B-9C5C-EE11-BE6E-001DD8306758
O2023-0004610,Speed limitation at N Rockwell St from W Leland Ave to W Lawrence Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,144E7D24-A25C-EE11-BE6E-001DD8306758
O2023-0004611,Speed limitation at W Berteau Ave from N Western Ave to N Lincoln Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,393CF829-A35C-EE11-BE6E-001DD8306758
O2023-0004612,Traffic direction at W Berteau Ave from N Western Ave to N Lincoln Ave - One-Way westerly - amend,Introduced,Chicago City Council,2023-10-05,A3050DB9-A35C-EE11-BE6E-001DD8306758
O2023-0004613,Speed limitation at N Clark St from W Warner Ave to W Montrose Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,FEE17069-A45C-EE11-BE6E-001DD8306758
O2023-0004614,Traffic direction at N Leavitt St from W Addison St to W Byron St - One-Way northerly - amend,Introduced,Chicago City Council,2023-10-05,AA408220-A65C-EE11-BE6E-001DD8306758
O2023-0004615,Traffic direction at N Leavitt St from W Berteau Ave to W Montrose Ave - One-Way northerly - amend,Introduced,Chicago City Council,2023-10-05,13D7486F-A75C-EE11-BE6E-001DD8306758
O2023-0004616,Traffic direction at N Leavitt St from W Wilson St to W Ainslie St - One-Way northerly - amend,Introduced,Chicago City Council,2023-10-05,9DEDB534-A85C-EE11-BE6E-001DD8306758
O2023-0004617,Traffic direction at W Leland Ave from N Rockwell St to N Clark St - One-Way easterly - amend,Introduced,Chicago City Council,2023-10-05,5E8E8D6A-A95C-EE11-BE6E-001DD8306EA9
O2023-0004618,Speed limitation at W Leland Ave from N Virginia Ave to N Clark St - 20 mph,Introduced,Chicago City Council,2023-10-05,C5D5D1CE-AA5C-EE11-BE6E-001DD8306AD0
O2023-0004619,Speed limitation at W Belmont Ave from north branch of Chicago River to N Western Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,A87FEC79-AB5C-EE11-BE6E-001DD8306AD0
O2023-0004620,Handicapped Parking Permit No. 131019,Introduced,Chicago City Council,2023-10-05,DF36E63D-AC5C-EE11-BE6E-001DD8306AD0
