identifier,title,introduction_date,earliest_action_date,matter_id,problem
O2023-0001745,"Negotiated sale of vacant City-owned property at 1924 W 46th St to Harvest Food Group, Inc. and Harvest Yards LLC for relocation and expansion of frozen food processing and packaging facilities requiring public open space, environmental improvements, public street widening, and parcel remediation",2023-06-21,2023-05-31,14B8E40B-0F11-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001749,Intergovernmental agreement with Forest Preserve District of Cook County for land management services provided through Greencorps Chicago,2023-06-21,2023-04-19,88C28F93-1111-EE11-8F6C-001DD806D641,introduction after other action
O2023-0001752,Amendment of Building Neighborhoods and Affordable Housing Purchase Price Assistance Program ordinance to expand and include citywide locations and single-family homes,2023-06-21,2023-05-31,ECDB1C3A-1411-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001753,"Negotiated sale of vacant City-owned property at 601, 607, 609, 615 and 621 E 47th St to Bella Noir LLC for construction of six-story mixed use building including residential, pharmacy, office and retail",2023-06-21,2023-05-24,AC43BA93-1611-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001754,Sale of City-owned property at 4451 S Calumet Ave to Eckco Development Group LLC for construction of three single-family homes on subject property and developer's adjacent property with common driveway access,2023-06-21,2023-06-12,8333F852-1711-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001758,"First amendment to Right-of-Entry and Building Maintenance and Protection Agreement with Austin United Alliance Development Company LLC for building maintenance and stabilization work at Laramie State Bank, 5206 W Chicago Ave",2023-06-21,2023-04-19,6A23A6EF-1C11-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001875,Zoning Reclassification Map No. 13-L at 5411 W Higgins Ave - App No. 22144T1,2023-06-21,2023-03-15,37659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
O2023-0001892,Zoning Reclassification Map No. 20-K at 8101-8159 S Cicero Ave - App No. 22175,2023-05-24,2023-04-19,5D659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
O2023-0001942,Restructuring of loan agreement with Jackson Park Limited Partnership for acquisition and redevelopment of Highland Tudor Manor Apartments at 7010-7018 S Cregier Ave and parking at 7015 S East End Ave,2023-06-21,2023-04-19,85C09709-2111-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001943,Amendment of redevelopment agreement with Little Village Business Incubator LLC for provision of Neighborhood Opportunity Funds for commercial renovations at 3523-3525 W 26th St,2023-06-21,2023-05-24,170CD205-2711-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001950,Release of City deed restrictions for appraised monetary consideration on property at 2236 W Adams St,2023-06-21,2023-05-24,0F35286B-3411-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001952,Sale of City-owned property at 1254 S Springfield Ave to Atneada Nance under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,7FCA87A1-3511-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001956,Sale of City-owned property at 2831 W 25th Pl to Daniel Cantu and Rosa M. Cantu under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,91F120FE-3611-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001960,Sale of City-owned property at 4466 S Wells St to Juan Vincente Alvarez and Maria del Consuelo Rodriguez under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,60048EEF-3711-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001962,Sale of City-owned property at 929 N Hamlin Ave to Mardoqueo Lemus and Cristobal Castillo under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,D38E3BD8-3811-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001965,Sale of City-owned property at 814 S Keeler Ave to Robin R. Scott and Royne J. Scott under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,57B29FCB-3911-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001968,Handicapped Parking Permit No. 131714,2023-06-21,2023-06-14,7F090CB8-3A11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001969,Sale of City-owned property at 2134 S Millard Ave to Rochelle Foster under Adjacent Neighbors Land Acquisition Program,2023-06-21,2023-05-24,E8A75EC4-3A11-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001972,Handicapped Parking Permit No. 131154,2023-06-21,2023-06-14,0C52C0CE-3B11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001973,Handicapped Parking Permit No. 131083,2023-06-21,2023-06-14,D0A0B24E-3C11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001974,Handicapped Parking Permit No. 42599 - remove,2023-06-21,2023-06-14,B7EB3717-3D11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001975,Transfer of funds within Committee on Committees and Rules for Year 2023,2023-06-21,2023-05-24,E1C0E7EC-3D11-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0001976,Handicapped Parking Permit No. 131030,2023-06-21,2023-06-14,0EDD884B-3E11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001985,Residential permit parking at 1801-1827 S Peoria St - Zone No. 2389,2023-06-21,2023-06-14,2FA0E12B-4111-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001986,"Pro-rated 2023 budget and service provider agreement with Portage Park Chamber of Commerce for Special Service Area No. 28-2014, Six Corners",2023-06-21,2023-05-24,DE6F6EA7-4111-EE11-8F6C-001DD806D641,introduction after other action
O2023-0001988,Loading/Standing/Tow Zone(s) at 122 N Aberdeen St - Libary Parking Only,2023-06-21,2023-06-14,F5A7CE69-4311-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0001997,Sale of as-is City-owned property at 436 E. 42nd Place to RZS Properties LLC to construct residential building combining subject property and developer's adjacent property,2023-06-21,2023-04-19,75930A33-4611-EE11-8F6C-001DD806D2E1,introduction after other action
O2023-0002003,"Relocation of parking meter payboxes on portions of W Locust St, W Walton St, N Wells St, W Chestnut St, N Franklin St, W Walton St and W Oak St",2023-06-21,2023-06-14,2B1F609A-4711-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002015,Parking meters at 1380 W Randolph St - amend,2023-06-21,2023-06-14,EE120A07-4A11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002027,Vehicle weight limitation at W Berwyn Ave from N Western Ave to N California Ave - 5 tons,2023-06-21,2023-06-14,100D7933-4C11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002033,Vehicle weight limitation at W Summerdale Ave from N Lincoln Ave to N California Ave - 5 tons,2023-06-21,2023-06-14,53233119-4D11-EE11-8F6C-001DD806DFCD,introduction after other action
O2023-0002036,Vehicle weight limitation at W Farragut Ave from N Lincoln Ave to N California Ave - 5 tons,2023-06-21,2023-06-14,F4F2A6F6-4D11-EE11-8F6C-001DD806DFCD,introduction after other action
O2023-0002039,Vehicle weight limitation at W Catalpa Ave from N Western Ave to N California Ave - 5 tons,2023-06-21,2023-06-14,180F6E28-5011-EE11-8F6C-001DD806D641,introduction after other action
O2023-0002040,Vehicle weight limitation at W Balmoral Ave from N Western Ave to N California Ave - 5 tons,2023-06-21,2023-06-14,4951C050-5111-EE11-8F6C-001DD806D641,introduction after other action
O2023-0002041,Traffic sign(s)/signal(s) at W Schubert Ave and N Sacramento Ave - All-Way Stop,2023-06-21,2023-06-14,B349F193-5411-EE11-8F6C-001DD806DBEC,introduction after other action
O2023-0002042,Traffic sign(s)/signal(s) at W Beach Ave and N Dean St - All-Way Stop,2023-06-21,2023-06-14,0E711685-5611-EE11-8F6C-001DD806DBEC,introduction after other action
O2023-0002045,Traffic sign(s)/signal(s) at W Augusta Blvd and N Hoyne St - All-Way Stop,2023-06-21,2023-06-14,D896912E-C911-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002046,Traffic sign(s)/signal(s) at W Haddon St and N Leavitt St - All-Way Stop,2023-06-21,2023-06-14,AB589F6D-CA11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002048,Traffic sign(s)/signal(s) at 430 N Artesian Ave - All-Way Stop,2023-06-21,2023-06-14,4F1DC69A-CD11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002049,Traffic sign(s)/signal(s) at 7000 N Mendota Ave and N Ionia Ave - Two-Way Stop,2023-06-21,2023-06-14,D66BDFC7-CE11-EE11-8F6C-001DD806D3F2,introduction after other action
O2023-0002156,Handicapped Parking Permit No. 131137,2023-06-21,2023-06-14,B0725D5E-FC14-EE11-8F6D-001DD806F88B,introduction after other action
O2023-0002161,Handicapped Parking Permit No. 130948,2023-06-21,2023-06-14,DDE829BD-FF14-EE11-8F6D-001DD806F88B,introduction after other action
O2023-0002185,Handicapped Parking Permit No. 128843,2023-06-21,2023-06-14,FA8B382F-0915-EE11-8F6D-001DD806F88B,introduction after other action
O2023-0002554,"Amendment of Municipal Code Title 1 by adding new Chapter 1-26 entitled ""Chicago Administrative Procedure Ordinance""",2023-07-19,2023-06-21,B37E7445-691D-EE11-8F6C-001DD8095238,introduction after other action
O2023-0002579,Zoning Reclassification Map No. 34-E at 13722 S Leyden Ave - App No. 20752,2023-07-19,2021-06-25,E57E7445-691D-EE11-8F6C-001DD8095238,introduction after other action
O2023-0002623,Loading/Standing/Tow Zone(s) at W Washington Blvd from N Homan Ave to N Hamlin Ave,2023-07-19,2023-07-14,E1D6D11D-251F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002624,Loading/Standing/Tow Zone(s) at W Warren Blvd from N Homan Ave west to dead end,2023-07-19,2023-07-14,4EE30927-261F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002625,Loading/Standing/Tow Zone(s) at W Walnut St from N Central Park Ave to first alley east,2023-07-19,2023-07-14,EDA98EEC-261F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002626,Loading/Standing/Tow Zone(s) at W Madison St from S St. Louis Ave to S Central Park Ave,2023-07-19,2023-07-14,DC7AE2A5-271F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002627,Loading/Standing/Tow Zone(s) at W Madison St from S Homan Ave to S Central Park Ave,2023-07-19,2023-07-14,9FC54F5C-2A1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002628,Handicapped Parking Permit No. 131873,2023-07-19,2023-07-14,C9276CF3-2F1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002629,Handicapped Parking Permit No. 130438,2023-07-19,2023-07-14,86E04782-301F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002630,Handicapped Parking Permit No. 130137,2023-07-19,2023-07-14,6A719112-311F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002631,Handicapped Parking Permit No. 3018 - remove,2023-07-19,2023-07-14,81DF078E-311F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002632,Handicapped Parking Permit No. 130674,2023-07-19,2023-07-14,9BEF39F1-311F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002633,Handicapped Parking Permit No. 132171,2023-07-19,2023-07-14,E71F5659-321F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002634,Handicapped Parking Permit No. 127540 - remove,2023-07-19,2023-07-14,0504C6C6-321F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002635,Traffic sign(s)/signal(s) at N Milwaukee Ave from W Peterson Ave to W Devon Ave - No Semi Truck Parking,2023-07-19,2023-07-14,2700CDA5-331F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002636,Residential permit parking at 1260 N Bosworth Ave - Zone No. 154 - amend,2023-07-19,2023-07-14,9E557C4D-341F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002637,Traffic sign(s)/signal(s) at 1340-1380 N Dean St - Street Cleaning - repeal,2023-07-19,2023-07-14,77FD9AE2-341F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002639,Handicapped Parking Permit No. 130887,2023-07-19,2023-07-14,841E7BEB-361F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002640,Handicapped Parking Permit No. 131654,2023-07-19,2023-07-14,B640B759-371F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002642,Handicapped Parking Permit No. 129523,2023-07-19,2023-07-14,3B759AF6-381F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002645,Handicapped Parking Permit No. 131843,2023-07-19,2023-07-14,A6F428CF-3A1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002647,Handicapped Parking Permit No. 132158,2023-07-19,2023-07-14,96A2473D-3B1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002648,Handicapped Parking Permit No. 132161,2023-07-19,2023-07-14,399AE3C0-3B1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002649,Handicapped Parking Permit No. 131686,2023-07-19,2023-07-14,3C139A31-3C1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002650,Residential permit parking at 2624-2726 and 2625-2713 W Belden Ave - Zone No. 102 - amend,2023-07-19,2023-07-14,7237AD94-3C1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002655,"Traffic sign(s)/signal(s) at W Palatine Ave from Harlem Ave to N Avondale Ave, N Avondale Ave from W Palatine Ave to W Devon Ave, and W Highland Ave from N Avondale Ave to N Odell Ave - No Parking of Semi-Trucks",2023-07-19,2023-07-14,0BD9C4C8-3D1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002660,Loading/Standing/Tow Zone(s) at N McCrea Dr from W Washington Blvd to W Maypole Ave,2023-07-19,2023-07-14,2033FD42-3F1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002661,Loading/Standing/Tow Zone(s) at W Music Court Dr from S Hamlin Ave to S Woodward Dr,2023-07-19,2023-07-14,58677AE6-3F1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002664,Loading/Standing/Tow Zone(s) at W Schrader Dr from W Washington Blvd to W Maypole Ave,2023-07-19,2023-07-14,CAE801C1-401F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002665,Loading/Standing/Tow Zone(s) at S Woodward Dr from W Madison St to W Jackson Blvd,2023-07-19,2023-07-14,69DECB32-411F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002667,Loading/Standing/Tow Zone(s) at N Central Park Ave from W Fulton Blvd to W Lake St,2023-07-19,2023-07-14,478A16A3-411F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002668,Loading/Standing/Tow Zone(s) at S Central Park Ave from W Jackson Blvd to W Fifth Ave,2023-07-19,2023-07-14,02DF340B-421F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002669,Loading/Standing/Tow Zone(s) at N Central Park Ave from W Lake St to W Madison St,2023-07-19,2023-07-14,D9132E6D-421F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002670,Loading/Standing/Tow Zone(s) at S Central Park Ave from W Madison St to W Adams St,2023-07-19,2023-07-14,16890DCB-421F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002674,Loading/Standing/Tow Zone(s) at W Fifth Ave from S Central Park Ave to S Millard Ave,2023-07-19,2023-07-14,2242FEAA-4C1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002675,Loading/Standing/Tow Zone(s) at W Fifth Ave from S Homan Ave to S St. Louis Ave,2023-07-19,2023-07-14,F0AD186F-4D1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002676,Loading/Standing/Tow Zone(s) at W Fulton Blvd from N Central Park Ave to N Conservatory Dr,2023-07-19,2023-07-14,0544AAD0-4D1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002677,Loading/Standing/Tow Zone(s) at W Madison St from S Hamlin Ave to S Central Park Ave,2023-07-19,2023-07-14,DD44ED65-4E1F-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002757,Zoning Reclassification Map No. 5-F at 2246 N Clark St - App No. 22230,2023-07-19,2021-09-14,CCB91CD1-A421-EE11-8F6C-001DD809B9F5,introduction after other action
O2023-0002760,Zoning Reclassification Map No. 16-E at 6300-6308 S Cottage Grove Ave and 747-759 E 63rd St - App No. 22232,2023-07-19,2021-09-14,E1F8C8A6-B921-EE11-8F6C-001DD809B0B6,introduction after other action
O2023-0002816,Zoning Reclassification Map No. 6-F at 2739 S Shields Ave - App No. 22234,2023-07-19,2021-09-14,3A5CC953-CB24-EE11-9CBD-001DD804E11C,introduction after other action
O2023-0003010,Transfer of Funds within Committee on Environmental Protection and Energy for Year 2023,2023-07-19,2023-07-18,60727524-0D27-EE11-9965-001DD804E11C,introduction after other action
O2023-0003017,Approval of Amendment No. 4 to Tax Increment Allocation Financing (TIF) Redevelopment Plan for Northwest Industrial Corridor Redevelopment Project Area,2023-07-19,2023-07-14,9E9415B4-1927-EE11-9965-001DD804E11C,introduction after other action
O2023-0003855,Zoning Reclassification Map No. 20-J at 3323-3745 W Columbus Ave - App No. A8827,2023-03-15,2021-09-14,DFB950DC-2748-EE11-BE6D-001DD8097F18,introduction after other action
O2023-0003858,Zoning Reclassification Map Nos. 20-K and 20-J at 8658 S Pulaski Rd and 3841-3987 W Columbus Ave - App No. A8828,2023-03-15,2021-09-14,1A6B79E1-2A48-EE11-BE6D-001DD8097665,introduction after other action
O2023-0004192,Handicapped Parking Permit No. 130489,2023-09-14,2023-09-06,25410F16-0653-EE11-BE6E-001DD8097692,introduction after other action
O2023-0004199,"Traffic sign(s)/signal(s) at W Armitage Ave (south side) from point 60 ft east of N Harlem Ave to point 48 east, No Parking, At All Time, All Days",2023-09-14,2023-09-06,F82D9457-0F53-EE11-BE6E-001DD8097692,introduction after other action
O2023-0004206,Speed limitation at W Wellington Ave from N Sheffield Ave to N Halsted St - 20 mph,2023-09-14,2023-09-06,79E552C9-1353-EE11-BE6E-001DD8097692,introduction after other action
O2023-0004208,Vehicle weight limitation at N Campbell Ave from W Addison St to W Bradley Pl - 5 tons,2023-09-14,2023-09-06,136F45AA-1453-EE11-BE6E-001DD8097692,introduction after other action
O2023-0004247,"Time fixed for next City Council Meeting October 4, 2023 at 10:00 A.M., Council Chamber",2023-09-14,2023-09-13,759D4D42-3E53-EE11-BE6E-001DD8097665,introduction after other action
O2023-0004373,Handicapped Parking Permit No. 131181,2023-09-14,2023-09-13,4531D0B0-4A56-EE11-BE6E-001DD8098482,introduction after other action
O2023-0004426,Zoning Reclassification Map No. 14-I at 1938-1942 W 63rd St - App No. 22129,2023-03-15,2021-09-14,A8B83B94-7056-EE11-BE6E-001DD809854D,introduction after other action
O2023-0005309,No Parking Tow Zone at E 74th St (east side) from 30 ft. north of E Balbo Dr to 20 ft. north,2023-10-16,2023-10-05,9A804FD3-636C-EE11-8DEF-001DD804E2C5,introduction after other action
O2023-0005310,No Parking Standing Zone at 4747-4749 N Sawyer Ave,2023-10-16,2023-10-05,A90072D1-646C-EE11-8DEF-001DD804E2C5,introduction after other action
O2023-0005312,Buffer zone(s) for residential permit parking at 1142-1347 S Michigan Ave - Zone 1675 - amend,2023-10-16,2023-10-05,AB328DEE-656C-EE11-8DEF-001DD804E2C5,introduction after other action
O2023-0005351,Residential Permit Parking at 945-979 W 37th Pl - Zone 536 - amend,2023-10-16,2023-10-05,39906C54-B56D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005352,Residential permit parking at 2543 S Hillock Ave - Zone 157 - amend,2023-10-16,2023-10-05,3433A61B-B66D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005354,Residential permit parking at 1401-1599 W Congress Pkwy - south side,2023-10-16,2023-10-05,BEDDBD58-B76D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005356,Repeal residential permit parking at 5100-5199 N Neva Ave - Zone 59 - both sides,2023-10-16,2023-10-05,E9F9EB4D-B96D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005365,Handicapped Parking Permit No. 130579,2023-10-05,2023-05-24,3C176263-BD6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005376,Handicapped Parking Permit No. 131392,2023-10-05,2023-05-24,A9AB2480-C36D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005378,Handicapped Parking Permit No. 131126,2023-10-05,2023-05-24,2D76B910-C46D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005380,Handicapped Parking Permit No. 130335,2023-10-05,2023-04-19,E1AE5BAD-C46D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005382,Handicapped Parking Permit No. 130000,2023-10-05,2023-04-19,37760E0A-C56D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005384,Handicapped Parking Permit No. 130769,2023-10-05,2023-04-19,E4A6CF72-C56D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005385,Handicapped Parking Permit No. 130936,2023-10-05,2023-04-19,9F02CBDA-C56D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005389,Handicapped Parking Permit No. 123523,2023-10-05,2023-05-24,06E3B895-C66D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005392,Handicapped Parking Permit No. 130332,2023-10-05,2023-05-24,4045B153-C76D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005394,Handicapped Parking Permit No. 130769,2023-10-05,2023-05-24,5DD817BC-C76D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005396,Handicapped Parking Permit No. 130982,2023-10-05,2023-05-24,C30C2518-C86D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005398,Handicapped Parking Permit No. 129687,2023-10-05,2023-05-24,716CA466-C86D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005400,Handicapped Parking Permit No. 128567,2023-10-05,2023-05-24,6087D0CE-C86D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005401,Handicapped Parking Permit No. 129556,2023-10-05,2023-05-24,CE10D524-C96D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005403,Handicapped Parking Permit No. 129780,2023-10-05,2023-05-24,A1759B74-C96D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005404,Handicapped Parking Permit No. 129182,2023-10-05,2023-05-24,F2797EC9-C96D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005405,Handicapped Parking Permit No. 129582,2023-10-05,2023-05-24,3ADC961F-CA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005406,Handicapped Parking Permit No. 130009,2023-10-05,2023-05-24,DFAECE81-CA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005407,Handicapped Parking Permit No. 129565,2023-10-05,2023-05-24,2E4D19DE-CA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005408,Handicapped Parking Permit No. 130779,2023-10-05,2023-05-24,1C1C9D2D-CB6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005409,Handicapped Parking Permit No. 130401,2023-10-05,2023-05-24,34060C84-CB6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005410,Handicapped Parking Permit No. 130976,2023-10-05,2023-05-24,D74EC8D3-CB6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005411,Handicapped Parking Permit No. 129830,2023-10-05,2023-05-24,CC69D929-CC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005412,Handicapped Parking Permit No. 130451,2023-10-05,2023-05-24,909DA1B6-CC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005413,Handicapped Parking Permit No. 130996,2023-10-05,2023-05-24,624C3E73-CD6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005414,Handicapped Parking Permit No. 130008,2023-10-05,2023-05-24,816E94DB-CD6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005415,Handicapped Parking Permit No. 130751,2023-10-05,2023-05-24,1179C53D-CE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005416,Handicapped Parking Permit No. 126156,2023-10-05,2023-05-24,2DFE009A-CE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005417,Handicapped Parking Permit No. 131342,2023-10-05,2023-05-24,77913CF0-CE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005418,Handicapped Parking Permit No. 131256,2023-10-05,2023-05-24,4E4ECC52-CF6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005419,Handicapped Parking Permit No. 131103,2023-10-05,2023-05-24,C879F8B8-CF6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005420,Handicapped Parking Permit No. 130346,2023-10-05,2023-05-24,6AAA9D0F-D06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005422,Handicapped Parking Permit No. 110021,2023-10-05,2023-05-24,A51CD08F-D06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005423,Handicapped Parking Permit No. 127052,2023-10-05,2023-05-24,E6228FE7-D06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005424,Handicapped Parking Permit No. 130696,2023-10-05,2023-04-19,A247A755-D16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005425,Handicapped Parking Permit No. 117081,2023-10-05,2023-05-24,990394D0-D16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005426,Handicapped Parking Permit No. 128074,2023-10-05,2023-05-24,51D1D12C-D26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005427,Handicapped Parking Permit No. 131185,2023-10-05,2023-05-24,12A1C000-D36D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005428,Handicapped Parking Permit No. 130787,2023-10-05,2023-05-24,B828377C-D36D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005429,Handicapped Parking Permit No. 130714,2023-10-05,2023-05-24,9F33B404-DC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005430,Handicapped Parking Permit No. 130971,2023-10-05,2023-05-24,AFBAC866-DC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005431,Handicapped Parking Permit No. 130548,2023-10-05,2023-05-31,1CCB10C9-DC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005433,Handicapped Parking Permit No. 130466,2023-10-05,2023-05-24,0194C42B-DD6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005434,Handicapped Parking Permit No. 130414,2023-10-05,2023-05-24,C41EF291-DD6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005435,Handicapped Parking Permit No. 130869,2023-10-05,2023-05-24,CB340707-DE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005436,Handicapped Parking Permit No. 130429,2023-10-05,2023-05-24,7C7BCE62-DE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005437,Handicapped Parking Permit No. 120128,2023-10-05,2023-05-24,C8EEF3BE-DE6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005438,Handicapped Parking Permit No. 128536,2023-10-05,2023-05-24,37CA191B-DF6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005439,Handicapped Parking Permit No. 128134,2023-10-05,2023-05-24,09921E95-DF6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005440,Handicapped Parking Permit No. 129852,2023-10-05,2023-05-24,9D73820F-E06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005441,Handicapped Parking Permit No. 129506,2023-10-05,2023-05-24,25EEF75F-E06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005442,Handicapped Parking Permit No. 128723,2023-10-05,2023-05-24,B2A546B6-E06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005444,Handicapped Parking Permit No. 130436,2023-10-05,2023-05-24,8972F72B-E16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005445,Handicapped Parking Permit No. 130501,2023-10-05,2023-05-24,245B5C83-E16D-EE11-8DEF-001DD804ECCD,introduction after other action
